score_phrase,title,url,release_date,platform,score,genre,editors_choice
Okay,Orbital Gear,http://www.ign.com/articles/2014/08/21/orbital-gear-review,21-Aug-14,PC,6.5,Shooter,N
Good,Azure Striker: Gunvolt,http://www.ign.com/articles/2014/08/28/azure-striker-gunvolt-review,21-Aug-14,Nintendo 3DS,7.8,Action,N
Great,Madden NFL 15,http://www.ign.com/articles/2014/08/21/madden-nfl-15-review,21-Aug-14,PlayStation 4,8.7,Sports,N
Great,Madden NFL 15,http://www.ign.com/articles/2014/08/21/madden-nfl-15-review,21-Aug-14,Xbox One,8.7,Sports,N
Great,Metro: Redux,http://www.ign.com/articles/2014/08/19/metro-redux-review,19-Aug-14,Xbox One,8.6,Shooter,N
Great,Metro: Redux,http://www.ign.com/articles/2014/08/19/metro-redux-review,19-Aug-14,PlayStation 4,8.6,Shooter,N
Great,Metro: Redux,http://www.ign.com/articles/2014/08/19/metro-redux-review,19-Aug-14,PC,8.6,Shooter,N
Good,Counterspy,http://www.ign.com/articles/2014/08/19/counterspy-review,19-Aug-14,PlayStation 3,7,Action,N
Good,Counterspy,http://www.ign.com/articles/2014/08/19/counterspy-review,19-Aug-14,PlayStation Vita,7,Action,N
Good,Counterspy,http://www.ign.com/articles/2014/08/19/counterspy-review,19-Aug-14,PlayStation 4,7,Action,N
Great,Tales of Xillia 2,http://www.ign.com/articles/2014/08/15/tales-of-xillia-2-review,15-Aug-14,PlayStation 3,8,RPG,N
Amazing,Diablo III: Ultimate Evil Edition,http://www.ign.com/articles/2014/08/14/diablo-3-reaper-of-souls-ultimate-evil-edition-review,14-Aug-14,Xbox One,9.2,"Action, RPG",Y
Amazing,Diablo III: Ultimate Evil Edition,http://www.ign.com/articles/2014/08/14/diablo-3-reaper-of-souls-ultimate-evil-edition-review,14-Aug-14,PlayStation 4,9.2,"Action, RPG",Y
Great,Hohokum,http://www.ign.com/articles/2014/08/12/hohokum-review,12-Aug-14,PlayStation 4,8.8,Action,N
Great,Hohokum,http://www.ign.com/articles/2014/08/12/hohokum-review,12-Aug-14,PlayStation Vita,8.8,Action,N
Great,Hohokum,http://www.ign.com/articles/2014/08/12/hohokum-review,12-Aug-14,PlayStation 3,8.8,Action,N
Mediocre,Risen 3: Titan Lords,http://www.ign.com/articles/2014/08/12/risen-3-titan-lords-review,12-Aug-14,PC,5.2,RPG,N
Mediocre,Firefall,http://www.ign.com/articles/2014/08/12/firefall-review,12-Aug-14,PC,5.7,Action,N
Good,Hyrule Warriors,http://www.ign.com/articles/2014/09/17/hyrule-warriors-review,17-Sep-14,Wii U,7,Action,N
Good,Murasaki Baby,http://www.ign.com/articles/2014/09/16/murasaki-baby-review,16-Sep-14,PlayStation Vita,7.5,Action,N
Great,Theatrhythm Final Fantasy: Curtain Call,http://www.ign.com/articles/2014/09/12/theatrhythm-final-fantasy-curtain-call-review,12-Sep-14,Nintendo 3DS,8.5,"Music, RPG",N
Okay,Hyperdimension Neptunia Re:Birth 1,http://www.ign.com/articles/2014/09/11/hyperdimension-neptunia-rebirth-1-review,11-Sep-14,PlayStation Vita,6,RPG,N
Good,NHL 15,http://www.ign.com/articles/2014/09/09/nhl-15-review,9-Sep-14,PlayStation 4,7,Sports,N
Amazing,Minecraft,http://www.ign.com/articles/2014/09/05/minecraft-ps4-and-xbox-one-review,6-Sep-14,PlayStation 4,9.7,Action,Y
Amazing,Minecraft,http://www.ign.com/articles/2014/09/05/minecraft-ps4-and-xbox-one-review,6-Sep-14,Xbox One,9.7,Action,Y
Great,Hatoful Boyfriend,http://www.ign.com/articles/2014/09/05/hatoful-boyfriend-review,5-Sep-14,PC,8,Adventure,N
Great,Dead Rising 3,http://www.ign.com/articles/2014/09/04/dead-rising-3-apocalypse-edition-review,4-Sep-14,PC,8.3,Action,N
Good,Destiny,http://www.ign.com/articles/2014/09/03/destiny-review,3-Sep-14,PlayStation 3,7.8,Shooter,N
Good,Destiny,http://www.ign.com/articles/2014/09/03/destiny-review,3-Sep-14,Xbox One,7.8,Shooter,N
Good,Destiny,http://www.ign.com/articles/2014/09/03/destiny-review,3-Sep-14,Xbox 360,7.8,Shooter,N
Good,Destiny,http://www.ign.com/articles/2014/09/03/destiny-review,3-Sep-14,PlayStation 4,7.8,Shooter,N
Amazing,Velocity 2X,http://www.ign.com/articles/2014/09/02/velocity-2x-review,2-Sep-14,PlayStation Vita,9,Shooter,Y
Amazing,Velocity 2X,http://www.ign.com/articles/2014/09/02/velocity-2x-review,2-Sep-14,PlayStation 4,9,Shooter,Y
Good,The Sims 4,http://www.ign.com/articles/2014/09/01/the-sims-4-review,2-Sep-14,PC,7.5,Simulation,N
Okay,BioShock,http://www.ign.com/articles/2014/08/29/bioshock-ios-review,29-Aug-14,iPhone,6.7,Shooter,N
Okay,Lichdom: Battlemage,http://www.ign.com/articles/2014/08/29/lichdom-battlemage-review,29-Aug-14,PC,6.5,"Action, RPG",N
Good,Mighty Gunvolt,http://www.ign.com/articles/2014/08/28/mighty-gunvolt-review,28-Aug-14,Nintendo 3DS,7.5,Action,N
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,http://www.ign.com/articles/2014/08/26/the-walking-dead-season-2-episode-5-review,26-Aug-14,PC,9.5,Adventure,Y
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,http://www.ign.com/articles/2014/08/26/the-walking-dead-season-2-episode-5-review,26-Aug-14,PlayStation Vita,9.5,Adventure,Y
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,http://www.ign.com/articles/2014/08/26/the-walking-dead-season-2-episode-5-review,26-Aug-14,Xbox 360,9.5,Adventure,Y
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,http://www.ign.com/articles/2014/08/26/the-walking-dead-season-2-episode-5-review,26-Aug-14,PlayStation 3,9.5,Adventure,Y
Amazing,The Walking Dead: Season Two -- Episode 5: No Going Back,http://www.ign.com/articles/2014/08/26/the-walking-dead-season-2-episode-5-review,26-Aug-14,iPhone,9.5,Adventure,Y
Good,Infamous: First Light,http://www.ign.com/articles/2014/08/26/infamous-first-light-review,26-Aug-14,PlayStation 4,7.5,Action,N
Great,The Vanishing of Ethan Carter,http://www.ign.com/articles/2014/10/02/the-vanishing-of-ethan-carter-review,2-Oct-14,PC,8.5,Adventure,N
Great,Skylanders Trap Team,http://www.ign.com/articles/2014/10/01/skylanders-trap-team-review,1-Oct-14,PlayStation 4,8.2,"Action, Adventure",N
Good,Sherlock Holmes: Crimes & Punishments,http://www.ign.com/articles/2014/09/30/sherlock-holmes-crimes-and-punishments-review,30-Sep-14,PC,7.5,Adventure,N
Good,Sherlock Holmes: Crimes & Punishments,http://www.ign.com/articles/2014/09/30/sherlock-holmes-crimes-and-punishments-review,30-Sep-14,PlayStation 4,7.5,Adventure,N
Amazing,Persona 4 Arena Ultimax,http://www.ign.com/articles/2014/09/30/persona-4-arena-ultimax-review,30-Sep-14,PlayStation 3,9.1,Fighting,Y
Amazing,Persona 4 Arena Ultimax,http://www.ign.com/articles/2014/09/30/persona-4-arena-ultimax-review,30-Sep-14,Xbox 360,9.1,Fighting,Y
Great,Frozen Synapse Prime,http://www.ign.com/articles/2014/09/30/frozen-synapse-prime-review,30-Sep-14,PlayStation Vita,8.7,Strategy,N
Great,Super Smash Bros. for Nintendo 3DS,http://www.ign.com/articles/2014/09/26/super-smash-bros-for-nintendo-3ds-review,26-Sep-14,Nintendo 3DS,8.8,Fighting,N
Amazing,Middle-earth: Shadow of Mordor,http://www.ign.com/articles/2014/09/25/middle-earth-shadow-of-mordor-review,26-Sep-14,Xbox One,9.3,"Action, Adventure",Y
Amazing,Middle-earth: Shadow of Mordor,http://www.ign.com/articles/2014/09/25/middle-earth-shadow-of-mordor-review,26-Sep-14,PlayStation 4,9.3,"Action, Adventure",Y
Amazing,Middle-earth: Shadow of Mordor,http://www.ign.com/articles/2014/09/25/middle-earth-shadow-of-mordor-review,26-Sep-14,PC,9.3,"Action, Adventure",Y
Amazing,Forza Horizon 2,http://www.ign.com/articles/2014/09/25/forza-horizon-2-review,25-Sep-14,Xbox One,9,Racing,Y
Good,Dance Central Spotlight,http://www.ign.com/articles/2014/09/24/dance-central-spotlight-review,24-Sep-14,Xbox One,7.4,Music,N
Great,Wasteland 2,http://www.ign.com/articles/2014/09/23/wasteland-2-review,24-Sep-14,PC,8.4,RPG,N
Okay,Fenix Rage,http://www.ign.com/articles/2014/09/23/fenix-rage-review,24-Sep-14,PC,6,Platformer,N
Great,Endless Legend,http://www.ign.com/articles/2014/09/23/endless-legend-review,23-Sep-14,PC,8.3,Strategy,N
Great,FIFA 15,http://www.ign.com/articles/2014/09/23/fifa-15-ps4xbox-one-review,23-Sep-14,PlayStation 4,8.3,Sports,N
Great,FIFA 15,http://www.ign.com/articles/2014/09/23/fifa-15-ps4xbox-one-review,23-Sep-14,Xbox One,8.3,Sports,N
Good,D4,http://www.ign.com/articles/2014/09/22/d4-dark-dreams-dont-die-review,23-Sep-14,Xbox One,7,Adventure,N
Good,Hack 'n' Slash,http://www.ign.com/articles/2014/09/22/hack-nslash-review,22-Sep-14,PC,7.7,RPG,N
Okay,Minimum,http://www.ign.com/articles/2014/09/19/minimum-review,19-Sep-14,PC,6.5,Shooter,N
Mediocre,Sword Art Online: Hollow Fragment,http://www.ign.com/articles/2014/09/19/sword-art-online-hollow-fragment-review,19-Sep-14,PlayStation Vita,5.5,Action,N
Okay,Disney Infinity: 2.0 Edition -- Toy Box Starter Pack,http://www.ign.com/articles/2014/09/19/disney-infinity-20-marvel-super-heroes-review,19-Sep-14,PlayStation 4,6.8,Action,N
Okay,Disney Infinity: 2.0 Edition -- Marvel Super Heroes,http://www.ign.com/articles/2014/09/19/disney-infinity-20-marvel-super-heroes-review,19-Sep-14,PlayStation 4,6.8,Action,N
Bad,Planetary Annihilation,http://www.ign.com/articles/2014/09/17/planetary-annihilation-review,17-Sep-14,PC,4.8,Strategy,N
Great,Legend of Grimrock II,http://www.ign.com/articles/2014/10/17/the-legend-of-grimrock-ii-review,17-Oct-14,PC,8.6,RPG,N
Painful,Natural Doctrine,http://www.ign.com/articles/2014/10/16/natural-doctrine-review,16-Oct-14,PlayStation 4,2.8,RPG,N
Great,The Evil Within,http://www.ign.com/articles/2014/10/16/the-evil-within-review,16-Oct-14,Xbox One,8.7,Adventure,N
Great,The Evil Within,http://www.ign.com/articles/2014/10/16/the-evil-within-review,16-Oct-14,PlayStation 4,8.7,Adventure,N
Good,Styx: Master of Shadows,http://www.ign.com/articles/2014/10/14/styx-master-of-shadows-review,14-Oct-14,PC,7.2,Action,N
Great,Defense Grid 2,http://www.ign.com/articles/2014/10/14/defense-grid-2-review,14-Oct-14,PC,8,"Strategy, RPG",N
Great,Defense Grid 2,http://www.ign.com/articles/2014/10/14/defense-grid-2-review,14-Oct-14,Xbox One,8,"Strategy, RPG",N
Great,Borderlands: The Pre-Sequel,http://www.ign.com/articles/2014/10/13/borderlands-the-pre-sequel-review,13-Oct-14,Xbox 360,8,"Shooter, RPG",N
Great,Borderlands: The Pre-Sequel,http://www.ign.com/articles/2014/10/13/borderlands-the-pre-sequel-review,13-Oct-14,PC,8,"Shooter, RPG",N
Great,Borderlands: The Pre-Sequel,http://www.ign.com/articles/2014/10/13/borderlands-the-pre-sequel-review,13-Oct-14,PlayStation 3,8,"Shooter, RPG",N
Amazing,Bayonetta 2,http://www.ign.com/articles/2014/10/13/bayonetta-2-review,13-Oct-14,Wii U,9.5,Action,Y
Okay,Watch Dogs: Bad Blood,http://www.ign.com/articles/2014/10/10/watch-dogs-bad-blood-review,10-Oct-14,PC,6.8,Action,N
Good,NBA 2K15,http://www.ign.com/articles/2014/10/09/nba-2k15-review,10-Oct-14,PlayStation 4,7.8,Sports,N
Good,NBA 2K15,http://www.ign.com/articles/2014/10/09/nba-2k15-review,10-Oct-14,Xbox One,7.8,Sports,N
Good,NBA 2K15,http://www.ign.com/articles/2014/10/09/nba-2k15-review,10-Oct-14,PC,7.8,Sports,N
Great,Sleeping Dogs: Definitive Edition,http://www.ign.com/articles/2014/10/08/sleeping-dogs-definitive-edition-review,8-Oct-14,Xbox One,8.5,Action,N
Great,Project Spark,http://www.ign.com/articles/2014/10/07/project-spark-review,7-Oct-14,Xbox One,8,"Productivity, Action",N
Great,Project Spark,http://www.ign.com/articles/2014/10/07/project-spark-review,7-Oct-14,PC,8,"Productivity, Action",N
Good,Costume Quest 2,http://www.ign.com/articles/2014/10/07/costume-quest-2-review,7-Oct-14,PC,7.6,RPG,N
Good,Driveclub,http://www.ign.com/articles/2014/10/07/driveclub-review,7-Oct-14,PlayStation 4,7.9,Racing,N
Good,Fairy Fencer F,http://www.ign.com/articles/2014/10/03/fairy-fencer-f-review,4-Oct-14,PlayStation 3,7.3,RPG,N
Mediocre,Alien: Isolation,http://www.ign.com/articles/2014/10/03/alien-isolation-review,3-Oct-14,Xbox One,5.9,Action,N
Mediocre,Alien: Isolation,http://www.ign.com/articles/2014/10/03/alien-isolation-review,3-Oct-14,PC,5.9,Action,N
Mediocre,Alien: Isolation,http://www.ign.com/articles/2014/10/03/alien-isolation-review,3-Oct-14,PlayStation 4,5.9,Action,N
Okay,Ancient Space,http://www.ign.com/articles/2014/10/02/ancient-space-review,2-Oct-14,PC,6.6,Strategy,N
Great,Freedom Wars,http://www.ign.com/articles/2014/11/05/freedom-wars-review,6-Nov-14,PlayStation Vita,8,Action,N
Mediocre,Teenage Mutant Ninja Turtles: Danger of the Ooze,http://www.ign.com/articles/2014/11/05/teenage-mutant-ninja-turtles-danger-of-the-ooze-review,5-Nov-14,Xbox 360,5,Fighting,N
Okay,Spacebase DF-9,http://www.ign.com/articles/2014/11/04/spacebase-df-9-review,4-Nov-14,PC,6.8,Simulation,N
Amazing,Call of Duty: Advanced Warfare,http://www.ign.com/articles/2014/11/03/call-of-duty-advanced-warfare-review,3-Nov-14,PC,9.1,Shooter,Y
Amazing,Call of Duty: Advanced Warfare,http://www.ign.com/articles/2014/11/03/call-of-duty-advanced-warfare-review,3-Nov-14,PlayStation 3,9.1,Shooter,Y
Amazing,Call of Duty: Advanced Warfare,http://www.ign.com/articles/2014/11/03/call-of-duty-advanced-warfare-review,3-Nov-14,Xbox One,9.1,Shooter,Y
Amazing,Call of Duty: Advanced Warfare,http://www.ign.com/articles/2014/11/03/call-of-duty-advanced-warfare-review,3-Nov-14,Xbox 360,9.1,Shooter,Y
Amazing,Call of Duty: Advanced Warfare,http://www.ign.com/articles/2014/11/03/call-of-duty-advanced-warfare-review,3-Nov-14,PlayStation 4,9.1,Shooter,Y
Good,Costume Quest 2,http://www.ign.com/articles/2014/10/30/costume-quest-2-console-review,30-Oct-14,Xbox One,7.8,RPG,N
Good,Costume Quest 2,http://www.ign.com/articles/2014/10/30/costume-quest-2-console-review,30-Oct-14,Xbox 360,7.8,RPG,N
Good,Costume Quest 2,http://www.ign.com/articles/2014/10/30/costume-quest-2-console-review,30-Oct-14,PlayStation 4,7.8,RPG,N
Good,Costume Quest 2,http://www.ign.com/articles/2014/10/30/costume-quest-2-console-review,30-Oct-14,PlayStation 3,7.8,RPG,N
Great,Shantae and the Pirate's Curse,http://www.ign.com/articles/2014/10/29/shantae-and-the-pirates-curse-review,29-Oct-14,Nintendo 3DS,8.5,Platformer,N
Mediocre,NBA Live 15,http://www.ign.com/articles/2014/10/28/nba-live-15-review,29-Oct-14,PlayStation 4,5.5,Sports,N
Mediocre,NBA Live 15,http://www.ign.com/articles/2014/10/28/nba-live-15-review,29-Oct-14,Xbox One,5.5,Sports,N
Good,Lords of the Fallen,http://www.ign.com/articles/2014/10/27/lords-of-the-fallen-review,28-Oct-14,PC,7.4,"RPG, Action",N
Mediocre,WWE 2K15,http://www.ign.com/articles/2014/10/27/wwe-2k15-review,28-Oct-14,Xbox 360,5.9,Wrestling,N
Amazing,Sunset Overdrive,http://www.ign.com/articles/2014/10/27/sunset-overdrive-review,27-Oct-14,Xbox One,9,Action,Y
Good,Screencheat,http://www.ign.com/articles/2014/10/26/screencheat-review,26-Oct-14,PC,7,Shooter,N
Good,Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,http://www.ign.com/articles/2014/10/23/gabriel-knight-sins-of-the-fathers-20th-anniversary-edition,24-Oct-14,PC,7,Adventure,N
Great,Fantasy Life,http://www.ign.com/articles/2014/10/23/fantasy-life-review,23-Oct-14,Nintendo 3DS,8,RPG,N
Good,Sid Meier's Civilization: Beyond Earth,http://www.ign.com/articles/2014/10/23/civilization-beyond-earth-review,23-Oct-14,PC,7.9,Simulation,N
Bad,The Legend of Korra,http://www.ign.com/articles/2014/10/21/the-legend-of-korra-the-game-review,21-Oct-14,Xbox One,4.2,Action,N
Great,Disney Fantasia: Music Evolved,http://www.ign.com/articles/2014/10/21/fantasia-music-evolved-review,21-Oct-14,Xbox One,8.6,"Music, Action",N
Okay,Pokemon Trading Card Game Online,http://www.ign.com/articles/2014/10/20/pokemon-trading-card-game-online-review,20-Oct-14,iPhone,6,Card,N
Bad,Sonic Boom: Rise of Lyric,http://www.ign.com/articles/2014/11/14/sonic-boom-the-rise-of-lyric-review,14-Nov-14,Wii U,4.3,Platformer,N
Great,Frozen Synapse Prime,http://www.ign.com/articles/2014/11/14/frozen-synapse-prime-pc-review,14-Nov-14,PC,8.7,Strategy,N
Amazing,Pro Evolution Soccer 2015,http://www.ign.com/articles/2014/11/14/pro-evolution-soccer-2015-review,14-Nov-14,Xbox 360,9,Sports,Y
Amazing,Pro Evolution Soccer 2015,http://www.ign.com/articles/2014/11/14/pro-evolution-soccer-2015-review,14-Nov-14,PlayStation 3,9,Sports,Y
Amazing,Pro Evolution Soccer 2015,http://www.ign.com/articles/2014/11/14/pro-evolution-soccer-2015-review,14-Nov-14,PlayStation 4,9,Sports,Y
Amazing,Pro Evolution Soccer 2015,http://www.ign.com/articles/2014/11/14/pro-evolution-soccer-2015-review,14-Nov-14,Xbox One,9,Sports,Y
Amazing,Pro Evolution Soccer 2015,http://www.ign.com/articles/2014/11/14/pro-evolution-soccer-2015-review,14-Nov-14,PC,9,Sports,Y
Great,Far Cry 4,http://www.ign.com/articles/2014/11/14/far-cry-4-review,14-Nov-14,PlayStation 3,8.5,Shooter,N
Great,Far Cry 4,http://www.ign.com/articles/2014/11/14/far-cry-4-review,14-Nov-14,Xbox 360,8.5,Shooter,N
Great,Far Cry 4,http://www.ign.com/articles/2014/11/14/far-cry-4-review,14-Nov-14,Xbox One,8.5,Shooter,N
Great,Far Cry 4,http://www.ign.com/articles/2014/11/14/far-cry-4-review,14-Nov-14,PC,8.5,Shooter,N
Great,Far Cry 4,http://www.ign.com/articles/2014/11/14/far-cry-4-review,14-Nov-14,PlayStation 4,8.5,Shooter,N
Bad,Sonic Boom: Shattered Crystal,http://www.ign.com/articles/2014/11/13/sonic-boom-shattered-crystal-review,13-Nov-14,Nintendo 3DS,4,Platformer,N
Amazing,World of Warcraft: Warlords of Draenor,http://www.ign.com/articles/2014/11/13/world-of-warcraft-warlords-of-draenor-review,13-Nov-14,PC,9,RPG,Y
Great,Dungeon of the Endless,http://www.ign.com/articles/2014/11/12/dungeon-of-the-endless-review,13-Nov-14,PC,8.1,"Adventure, RPG",N
Good,Depth,http://www.ign.com/articles/2014/11/12/depth-review,12-Nov-14,PC,7.7,Action,N
Okay,Dreamfall Chapters,http://www.ign.com/articles/2014/11/12/dreamfall-chapters-book-one-reborn-review,12-Nov-14,PC,6.5,Adventure,N
Good,Assassin's Creed Unity,http://www.ign.com/articles/2014/11/11/assassins-creed-unity-review,11-Nov-14,PC,7.8,"Action, Adventure",N
Good,Assassin's Creed Unity,http://www.ign.com/articles/2014/11/11/assassins-creed-unity-review,11-Nov-14,PlayStation 4,7.8,"Action, Adventure",N
Good,Assassin's Creed Unity,http://www.ign.com/articles/2014/11/11/assassins-creed-unity-review,11-Nov-14,Xbox One,7.8,"Action, Adventure",N
Great,Dragon Age: Inquisition,http://www.ign.com/articles/2014/11/11/dragon-age-inquisition-review,11-Nov-14,PC,8.8,RPG,N
Great,Dragon Age: Inquisition,http://www.ign.com/articles/2014/11/11/dragon-age-inquisition-review,11-Nov-14,Xbox One,8.8,RPG,N
Great,Dragon Age: Inquisition,http://www.ign.com/articles/2014/11/11/dragon-age-inquisition-review,11-Nov-14,PlayStation 4,8.8,RPG,N
Great,Football Manager 2015,http://www.ign.com/articles/2014/11/06/football-manager-2015-review,7-Nov-14,PC,8.9,"Sports, Simulation",N
Amazing,Halo: The Master Chief Collection,http://www.ign.com/articles/2014/11/06/halo-the-master-chief-collection-review,6-Nov-14,Xbox One,9,Shooter,Y
Great,Game of Thrones: Episode 1 -- Iron From Ice,http://www.ign.com/articles/2014/12/01/game-of-thrones-episode-1-iron-from-ice-review,2-Dec-14,PlayStation 4,8,Adventure,N
Bad,Randal's Monday,http://www.ign.com/articles/2014/12/01/randals-monday-review,1-Dec-14,PC,4.5,Adventure,N
Great,Captain Toad: Treasure Tracker,http://www.ign.com/articles/2014/12/01/captain-toad-treasure-tracker-review,1-Dec-14,Wii U,8.2,Puzzle,N
Great,Valkyria Chronicles,http://www.ign.com/articles/2014/11/26/valkyria-chronicles-pc-review,26-Nov-14,PC,8.8,"Action, RPG",N
Great,A Bird Story,http://www.ign.com/articles/2014/11/26/a-bird-story-review,26-Nov-14,PC,8.8,RPG,N
Amazing,The Binding of Isaac: Rebirth,http://www.ign.com/articles/2014/11/25/the-binding-of-isaac-rebirth-review,26-Nov-14,PlayStation 4,9,RPG,Y
Amazing,The Binding of Isaac: Rebirth,http://www.ign.com/articles/2014/11/25/the-binding-of-isaac-rebirth-review,26-Nov-14,PC,9,RPG,Y
Great,Tales from the Borderlands -- Episode 1: Zer0 Sum,http://www.ign.com/articles/2014/11/25/tales-from-the-borderlands-episode-1-zero-sum-review,26-Nov-14,PC,8.7,Adventure,N
Great,Tales from the Borderlands -- Episode 1: Zer0 Sum,http://www.ign.com/articles/2014/11/25/tales-from-the-borderlands-episode-1-zero-sum-review,26-Nov-14,PlayStation 4,8.7,Adventure,N
Great,This War Of Mine,http://www.ign.com/articles/2014/11/24/this-war-of-mine-review,25-Nov-14,PC,8.4,Strategy,N
Good,LEGO Batman 3: Beyond Gotham,http://www.ign.com/articles/2014/11/22/lego-batman-3-beyond-gotham-review,22-Nov-14,Wii U,7.4,Action,N
Good,LEGO Batman 3: Beyond Gotham,http://www.ign.com/articles/2014/11/22/lego-batman-3-beyond-gotham-review,22-Nov-14,PlayStation 4,7.4,Action,N
Great,Persona Q: Shadow of the Labyrinth,http://www.ign.com/articles/2014/11/20/persona-q-shadow-of-the-labyrinth-review,20-Nov-14,Nintendo 3DS,8.5,RPG,N
Great,Company of Heroes 2: Ardennes Assault,http://www.ign.com/articles/2014/11/20/company-of-heroes-2-ardennes-assault-review,20-Nov-14,PC,8.2,Strategy,N
Amazing,Super Smash Bros. for Wii U,http://www.ign.com/articles/2014/11/19/super-smash-bros-for-wii-u-review,19-Nov-14,Wii U,9.8,Fighting,Y
Good,Pokemon Alpha Sapphire Version,http://www.ign.com/articles/2014/11/18/pokemon-alpha-sapphire-and-omega-ruby-review,18-Nov-14,Nintendo 3DS,7.8,RPG,N
Good,Pokemon Omega Ruby Version,http://www.ign.com/articles/2014/11/18/pokemon-alpha-sapphire-and-omega-ruby-review,18-Nov-14,Nintendo 3DS,7.8,RPG,N
Good,WWE 2K15,http://www.ign.com/articles/2014/11/17/wwe-2k15-review-ps4xbox-one,18-Nov-14,PlayStation 4,7,Wrestling,N
Good,WWE 2K15,http://www.ign.com/articles/2014/11/17/wwe-2k15-review-ps4xbox-one,18-Nov-14,Xbox One,7,Wrestling,N
Okay,Escape Dead Island,http://www.ign.com/articles/2014/11/17/escape-dead-island-review,18-Nov-14,PC,6.8,Action,N
Okay,LittleBigPlanet 3,http://www.ign.com/articles/2014/11/17/littlebigplanet-3-review,18-Nov-14,PlayStation 4,6.8,Platformer,N
Masterpiece,Grand Theft Auto V,http://www.ign.com/articles/2014/11/17/gta-5-playstation-4-and-xbox-one-review,17-Nov-14,Xbox One,10,"Action, Adventure",Y
Masterpiece,Grand Theft Auto V,http://www.ign.com/articles/2014/11/17/gta-5-playstation-4-and-xbox-one-review,17-Nov-14,PlayStation 4,10,"Action, Adventure",Y
Okay,Assassin’s Creed Rogue,http://www.ign.com/articles/2014/11/15/assassins-creed-rogue-review,15-Nov-14,Xbox 360,6.8,Action,N
Okay,Assassin’s Creed Rogue,http://www.ign.com/articles/2014/11/15/assassins-creed-rogue-review,15-Nov-14,PlayStation 3,6.8,Action,N
Good,Kalimba,http://www.ign.com/articles/2014/12/16/kalimba-review,17-Dec-14,Xbox One,7.4,Platformer,N
Great,Guilty Gear Xrd Sign,http://www.ign.com/articles/2014/12/16/guilty-gear-xrd-sign-review,16-Dec-14,PlayStation 4,8.5,Fighting,N
Great,Guilty Gear Xrd Sign,http://www.ign.com/articles/2014/12/16/guilty-gear-xrd-sign-review,16-Dec-14,PlayStation 3,8.5,Fighting,N
Okay,Xeodrifter,http://www.ign.com/articles/2014/12/15/xeodrifter-review,16-Dec-14,PC,6.5,"Action, Adventure",N
Okay,Xeodrifter,http://www.ign.com/articles/2014/12/15/xeodrifter-review,16-Dec-14,Nintendo 3DS,6.5,"Action, Adventure",N
Great,Stealth Inc. 2: A Game of Clones,http://www.ign.com/articles/2014/12/12/stealth-inc-2-a-game-of-clones-review,12-Dec-14,Wii U,8.5,Platformer,N
Great,The Talos Principle,http://www.ign.com/articles/2014/12/09/the-talos-principle-review,9-Dec-14,PC,8.3,"Puzzle, Adventure",N
Amazing,Threes,http://www.ign.com/articles/2014/12/09/threes-review,9-Dec-14,Xbox One,9.3,Puzzle,Y
Amazing,Threes,http://www.ign.com/articles/2014/12/09/threes-review,9-Dec-14,iPhone,9.3,Puzzle,Y
Amazing,Threes,http://www.ign.com/articles/2014/12/09/threes-review,9-Dec-14,Android,9.3,Puzzle,Y
Great,Just Dance 2015,http://www.ign.com/articles/2014/12/09/just-dance-2015-review,9-Dec-14,Xbox One,8,Music,N
Great,Kingdom Hearts HD II.5 ReMIX,http://www.ign.com/articles/2014/12/08/kingdom-hearts-hd-25-remix-review,8-Dec-14,PlayStation 3,8.4,"Compilation, RPG",N
Great,Lara Croft and the Temple of Osiris,http://www.ign.com/articles/2014/12/08/lara-croft-and-the-temple-of-osiris-review,8-Dec-14,Xbox One,8.1,Action,N
Good,Secret Ponchos,http://www.ign.com/articles/2014/12/05/secret-ponchos-review,6-Dec-14,PlayStation 4,7,Shooter,N
Painful,Rugby 15,http://www.ign.com/articles/2014/12/04/rugby-15-review,4-Dec-14,PlayStation 4,2,Sports,N
Painful,Rugby 15,http://www.ign.com/articles/2014/12/04/rugby-15-review,4-Dec-14,Xbox One,2,Sports,N
Painful,Rugby 15,http://www.ign.com/articles/2014/12/04/rugby-15-review,4-Dec-14,PlayStation 3,2,Sports,N
Painful,Rugby 15,http://www.ign.com/articles/2014/12/04/rugby-15-review,4-Dec-14,Xbox 360,2,Sports,N
Painful,Rugby 15,http://www.ign.com/articles/2014/12/04/rugby-15-review,4-Dec-14,PC,2,Sports,N
Amazing,80 Days,http://www.ign.com/articles/2014/12/04/80-days-review,4-Dec-14,iPhone,9,Adventure,Y
Okay,The Crew,http://www.ign.com/articles/2014/12/02/the-crew-review,2-Dec-14,PlayStation 4,6,"Racing, Action",N
Okay,The Crew,http://www.ign.com/articles/2014/12/02/the-crew-review,2-Dec-14,Xbox One,6,"Racing, Action",N
Okay,The Crew,http://www.ign.com/articles/2014/12/02/the-crew-review,2-Dec-14,PC,6,"Racing, Action",N
